what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090925-1100,"org.eclipse.jdt.apt.pluggable.core",1269927327240
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927329571
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927333939
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927334038
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927337134
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927338178
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927349223
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927351064
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927355887
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1269927358102
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1269927361630
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927365368
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927365377
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927365442
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1269927366952
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1269927366977
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927367150
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927368286
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927369234
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269927369351
